HGNC ID	Approved symbol	Status
HGNC:16045	ST7-OT3	Approved
HGNC:18835	ST7-OT4	Approved
HGNC:18441	ST7L	Approved
HGNC:11352	ST8	Entry Withdrawn
HGNC:10869	ST8SIA1	Approved
HGNC:10870	ST8SIA2	Approved
HGNC:14269	ST8SIA3	Approved
HGNC:10871	ST8SIA4	Approved
HGNC:17827	ST8SIA5	Approved
HGNC:23317	ST8SIA6	Approved
HGNC:44880	ST8SIA6-AS1	Approved
HGNC:11341	ST11	Entry Withdrawn
HGNC:11342	ST12	Symbol Withdrawn
HGNC:11343	ST13	Approved
HGNC:16591	ST13P	Entry Withdrawn
HGNC:38715	ST13P1	Approved
HGNC:38716	ST13P2	Approved
HGNC:18552	ST13P3	Approved
HGNC:18487	ST13P4	Approved
HGNC:18556	ST13P5	Approved
HGNC:18557	ST13P6	Approved
HGNC:18558	ST13P7	Approved
HGNC:38743	ST13P8	Approved
HGNC:38744	ST13P9	Approved
HGNC:38745	ST13P10	Approved
HGNC:38746	ST13P11	Approved
HGNC:38787	ST13P12	Approved
HGNC:38788	ST13P13	Approved
HGNC:38849	ST13P14	Approved
HGNC:38850	ST13P15	Approved
HGNC:38851	ST13P16	Approved
HGNC:38859	ST13P17	Approved
HGNC:38861	ST13P18	Approved
HGNC:38862	ST13P19	Approved
HGNC:38863	ST13P20	Approved
HGNC:38864	ST13P21	Approved
HGNC:38865	ST13P22	Approved
HGNC:11344	ST14	Approved
HGNC:13679	ST15	Symbol Withdrawn
HGNC:18695	ST18	Approved
HGNC:33520	ST20	Approved
HGNC:27521	ST20-AS1	Approved
HGNC:44655	ST20-MTHFS	Approved
HGNC:18628	STAB1	Approved
HGNC:18629	STAB2	Approved
HGNC:11353	STAC	Approved
HGNC:23990	STAC2	Approved
HGNC:28423	STAC3	Approved
HGNC:11354	STAG1	Approved
HGNC:11355	STAG2	Approved
HGNC:11356	STAG3	Approved
HGNC:33852	STAG3L1	Approved
HGNC:33886	STAG3L2	Approved
HGNC:33845	STAG3L3	Approved
HGNC:33887	STAG3L4	Approved
HGNC:48896	STAG3L5P	Approved
HGNC:48898	STAG3L5P-PVRIG2P-PILRB	Approved
HGNC:11357	STAM	Approved
HGNC:49568	STAM-AS1	Approved
HGNC:11358	STAM2	Approved
HGNC:16950	STAMBP	Approved
HGNC:24105	STAMBPL1	Approved
HGNC:24133	STAP1	Approved
HGNC:30430	STAP2	Approved
HGNC:11359	STAR	Approved
HGNC:17579	STARD3	Approved
HGNC:19169	STARD3NL	Approved
HGNC:18058	STARD4	Approved
HGNC:44117	STARD4-AS1	Approved
HGNC:18065	STARD5	Approved
HGNC:18066	STARD6	Approved
HGNC:18063	STARD7	Approved
HGNC:40827	STARD7-AS1	Approved
HGNC:19161	STARD8	Approved
HGNC:19162	STARD9	Approved
HGNC:10666	STARD10	Approved
HGNC:39992	STARD10-AS1	Entry Withdrawn
HGNC:19164	STARD13	Approved
HGNC:40873	STARD13-AS	Approved
HGNC:40872	STARD13-AS1	Entry Withdrawn
HGNC:41453	STARD13-IT1	Approved
HGNC:11360	STARP1	Approved
HGNC:11361	STAT	Symbol Withdrawn
HGNC:11362	STAT1	Approved
HGNC:11363	STAT2	Approved
HGNC:11364	STAT3	Approved
HGNC:11365	STAT4	Approved
HGNC:11366	STAT5A	Approved
HGNC:11367	STAT5B	Approved
HGNC:11368	STAT6	Approved
HGNC:11369	STATH	Approved
HGNC:11370	STAU1	Approved
HGNC:11371	STAU2	Approved
HGNC:44101	STAU2-AS1	Approved
HGNC:24854	STBD1	Approved
HGNC:11372	STC	Symbol Withdrawn
HGNC:11373	STC1	Approved
HGNC:11374	STC2	Approved
HGNC:11376	STD	Symbol Withdrawn
HGNC:11378	STEAP1	Approved
HGNC:41907	STEAP1B	Approved
HGNC:17885	STEAP2	Approved
HGNC:40820	STEAP2-AS1	Approved
HGNC:24592	STEAP3	Approved
HGNC:41053	STEAP3-AS1	Approved
HGNC:21923	STEAP4	Approved
HGNC:11379	STFA	Symbol Withdrawn
HGNC:11380	STFB	Symbol Withdrawn
HGNC:11381	STGD1	Symbol Withdrawn
HGNC:11382	STGD2	Symbol Withdrawn
HGNC:11383	STGD3	Symbol Withdrawn
HGNC:11384	STGD4	Symbol Withdrawn
HGNC:18839	STH	Approved
HGNC:11385	STHE	Symbol Withdrawn
HGNC:10879	STIL	Approved
HGNC:11386	STIM1	Approved
HGNC:19205	STIM2	Approved
HGNC:40879	STIM2-AS1	Approved
HGNC:30526	STIMATE	Approved
HGNC:38834	STIMATE-MUSTN1	Approved
HGNC:27962	STING1	Approved
HGNC:11387	STIP1	Approved
HGNC:49552	STIP1P1	Approved
HGNC:49553	STIP1P2	Approved
HGNC:49554	STIP1P3	Approved
HGNC:7747	STK2	Symbol Withdrawn
HGNC:11406	STK3	Approved
HGNC:11408	STK4	Approved
HGNC:43811	STK4-AS1	Approved
HGNC:11409	STK6	Symbol Withdrawn
HGNC:11410	STK6P	Symbol Withdrawn
HGNC:11388	STK10	Approved
HGNC:11389	STK11	Approved
HGNC:19184	STK11IP	Approved
HGNC:11392	STK14A	Symbol Withdrawn
HGNC:11394	STK16	Approved
HGNC:19283	STK16P1	Approved
HGNC:11395	STK17A	Approved
HGNC:11396	STK17B	Approved
HGNC:11398	STK19	Approved
HGNC:21668	STK19B	Approved
HGNC:11403	STK24	Approved
HGNC:39935	STK24-AS1	Approved
HGNC:50360	STK24P1	Approved
HGNC:11404	STK25	Approved
HGNC:50361	STK25P1	Approved
HGNC:18174	STK26	Approved
HGNC:11407	STK31	Approved
HGNC:28317	STK32A	Approved
HGNC:53468	STK32A-AS1	Approved
HGNC:14217	STK32B	Approved
HGNC:21332	STK32C	Approved
HGNC:14568	STK33	Approved
HGNC:26871	STK33P1	Approved
HGNC:16254	STK35	Approved
HGNC:17209	STK36	Approved
HGNC:17847	STK38	Approved
HGNC:17848	STK38L	Approved
HGNC:17717	STK39	Approved
HGNC:21373	STK40	Approved
HGNC:28669	STKLD1	Approved
HGNC:11412	STM	Symbol Withdrawn
HGNC:6510	STMN1	Approved
HGNC:44062	STMN1P1	Approved
HGNC:44063	STMN1P2	Approved
HGNC:10577	STMN2	Approved
HGNC:15926	STMN3	Approved
HGNC:16078	STMN4	Approved
HGNC:44668	STMND1	Approved
HGNC:41909	STMP1	Approved
HGNC:11413	STMY1	Symbol Withdrawn
HGNC:11414	STMY2	Symbol Withdrawn
HGNC:11415	STMY3	Symbol Withdrawn
HGNC:11416	STN	Symbol Withdrawn
HGNC:26200	STN1	Approved
HGNC:11417	STNL	Symbol Withdrawn
HGNC:11418	STO	Symbol Withdrawn
HGNC:3383	STOM	Approved
HGNC:14560	STOML1	Approved
HGNC:14559	STOML2	Approved
HGNC:19420	STOML3	Approved
HGNC:17003	STON1	Approved
HGNC:30651	STON1-GTF2A1L	Approved
HGNC:30652	STON2	Approved
HGNC:11419	STOT	Symbol Withdrawn
HGNC:23508	STOX1	Approved
HGNC:25450	STOX2	Approved
HGNC:11420	STP1	Symbol Withdrawn
HGNC:11421	STP2	Symbol Withdrawn
HGNC:28070	STPG1	Approved
HGNC:28712	STPG2	Approved
HGNC:41209	STPG2-AS1	Approved
HGNC:37285	STPG3	Approved
HGNC:51176	STPG3-AS1	Approved
HGNC:26850	STPG4	Approved
HGNC:30650	STRA6	Approved
HGNC:53830	STRA6LP	Approved
HGNC:30653	STRA8	Approved
HGNC:30172	STRADA	Approved
HGNC:13205	STRADB	Approved
HGNC:22478	STRADBP1	Approved
HGNC:30796	STRAP	Approved
HGNC:16462	STRBP	Approved
HGNC:16035	STRC	Approved
HGNC:33915	STRCP1	Approved
HGNC:25916	STRIP1	Approved
HGNC:22209	STRIP2	Approved
HGNC:52297	STRIT1	Approved
HGNC:11423	STRL22	Symbol Withdrawn
HGNC:13462	STRM	Entry Withdrawn
HGNC:11424	STRN	Approved
HGNC:15720	STRN3	Approved
HGNC:15721	STRN4	Approved
HGNC:11425	STS	Approved
HGNC:11426	STSP1	Approved
HGNC:6172	STT3A	Approved
HGNC:44585	STT3A-AS1	Approved
HGNC:30611	STT3B	Approved
HGNC:11427	STUB1	Approved
HGNC:30491	STUM	Approved
HGNC:11433	STX1A	Approved
HGNC:18539	STX1B	Approved
HGNC:11434	STX1B1	Symbol Withdrawn
HGNC:3403	STX2	Approved
HGNC:11435	STX2A	Symbol Withdrawn
HGNC:11436	STX2B	Symbol Withdrawn
HGNC:11437	STX2C	Symbol Withdrawn
HGNC:11438	STX3	Approved
HGNC:11439	STX4	Approved
HGNC:11440	STX5	Approved
HGNC:11441	STX6	Approved
HGNC:11442	STX7	Approved
HGNC:11443	STX8	Approved
HGNC:49855	STX8P1	Approved
HGNC:11428	STX10	Approved
HGNC:11429	STX11	Approved
HGNC:11430	STX12	Approved
HGNC:11431	STX16	Approved
HGNC:41993	STX16-NPEPL1	Approved
HGNC:11432	STX17	Approved
HGNC:51174	STX17-AS1	Approved
HGNC:15942	STX18	Approved
HGNC:48877	STX18-AS1	Approved
HGNC:41415	STX18-IT1	Approved
HGNC:43995	STX18P1	Approved
HGNC:19300	STX19	Approved
HGNC:11444	STXBP1	Approved
HGNC:11445	STXBP2	Approved
HGNC:11446	STXBP3	Approved
HGNC:19694	STXBP4	Approved
HGNC:19665	STXBP5	Approved
HGNC:44183	STXBP5-AS1	Approved
HGNC:30757	STXBP5L	Approved
HGNC:19666	STXBP6	Approved
HGNC:18889	STYK1	Approved
HGNC:11447	STYX	Approved
HGNC:18165	STYXL1	Approved
HGNC:19985	SUB1	Approved
HGNC:32300	SUB1P1	Approved
HGNC:43992	SUB1P2	Approved
HGNC:43993	SUB1P3	Approved
HGNC:43994	SUB1P4	Approved
HGNC:11448	SUCLA2	Approved
HGNC:39965	SUCLA2-AS1	Approved
HGNC:21632	SUCLA2P1	Approved
HGNC:38102	SUCLA2P2	Approved
HGNC:38103	SUCLA2P3	Approved
HGNC:11449	SUCLG1	Approved
HGNC:11450	SUCLG2	Approved
HGNC:49643	SUCLG2-AS1	Approved
HGNC:43996	SUCLG2P1	Approved
HGNC:43997	SUCLG2P2	Approved
HGNC:43998	SUCLG2P3	Approved
HGNC:43999	SUCLG2P4	Approved
HGNC:4542	SUCNR1	Approved
HGNC:1240	SUCO	Approved
HGNC:29545	SUDS3	Approved
HGNC:44000	SUDS3P1	Approved
HGNC:16466	SUFU	Approved
HGNC:16001	SUGCT	Approved
HGNC:18643	SUGP1	Approved
HGNC:18641	SUGP2	Approved
HGNC:16987	SUGT1	Approved
HGNC:19384	SUGT1P1	Approved
HGNC:31377	SUGT1P2	Approved
HGNC:20513	SUGT1P3	Approved
HGNC:53832	SUGT1P4	Approved
HGNC:53834	SUGT1P4-STRA6LP	Approved
HGNC:53835	SUGT1P4-STRA6LP-CCDC180	Approved
HGNC:20391	SULF1	Approved
HGNC:20392	SULF2	Approved
HGNC:11452	SULT	Entry Withdrawn
HGNC:11453	SULT1A1	Approved
HGNC:11454	SULT1A2	Approved
HGNC:11455	SULT1A3	Approved
HGNC:30004	SULT1A4	Approved
HGNC:17845	SULT1B1	Approved
HGNC:11456	SULT1C2	Approved
HGNC:33545	SULT1C2P1	Approved
HGNC:51595	SULT1C2P2	Approved
HGNC:33543	SULT1C3	Approved
HGNC:11457	SULT1C4	Approved
HGNC:30659	SULT1D1P	Approved
HGNC:11377	SULT1E1	Approved
HGNC:11458	SULT2A1	Approved
HGNC:11459	SULT2B1	Approved
HGNC:14903	SULT4A1	Approved
HGNC:33433	SULT6B1	Approved
HGNC:53737	SULT6B2P	Approved
HGNC:20376	SUMF1	Approved
HGNC:20415	SUMF2	Approved
HGNC:12502	SUMO1	Approved
HGNC:33148	SUMO1P1	Approved
HGNC:33149	SUMO1P2	Approved
HGNC:33150	SUMO1P3	Approved
HGNC:33151	SUMO1P4	Approved
HGNC:33152	SUMO1P5	Approved
HGNC:11125	SUMO2	Approved
HGNC:13985	SUMO2P1	Approved
HGNC:39012	SUMO2P2	Approved
HGNC:39013	SUMO2P3	Approved
HGNC:39014	SUMO2P4	Approved
HGNC:39015	SUMO2P5	Approved
HGNC:39016	SUMO2P6	Approved
HGNC:39017	SUMO2P7	Approved
HGNC:39018	SUMO2P8	Approved
HGNC:49348	SUMO2P10	Approved
HGNC:49349	SUMO2P11	Approved
HGNC:49350	SUMO2P12	Approved
HGNC:49351	SUMO2P13	Approved
HGNC:49352	SUMO2P14	Approved
HGNC:49353	SUMO2P15	Approved
HGNC:49354	SUMO2P16	Approved
HGNC:49358	SUMO2P17	Approved
HGNC:49356	SUMO2P18	Approved
HGNC:49357	SUMO2P19	Approved
HGNC:49355	SUMO2P20	Approved
HGNC:11124	SUMO3	Approved
HGNC:21181	SUMO4	Approved
HGNC:18587	SUN1	Approved
HGNC:14210	SUN2	Approved
HGNC:22429	SUN3	Approved
HGNC:16252	SUN5	Approved
HGNC:11460	SUOX	Approved
HGNC:11461	SUP45L1	Symbol Withdrawn
HGNC:11462	SUP45L2	Symbol Withdrawn
HGNC:11463	SUP45L3	Symbol Withdrawn
HGNC:11464	SUP45L4	Symbol Withdrawn
HGNC:11466	SUPT3H	Approved
HGNC:11467	SUPT4H1	Approved
HGNC:33981	SUPT4H1P1	Approved
HGNC:50823	SUPT4H1P2	Approved
HGNC:11469	SUPT5H	Approved
HGNC:11470	SUPT6H	Approved
HGNC:30632	SUPT7L	Approved
HGNC:11465	SUPT16H	Approved
HGNC:31388	SUPT16HP1	Approved
HGNC:20596	SUPT20H	Approved
HGNC:30773	SUPT20HL1	Approved
HGNC:31797	SUPT20HL2	Approved
HGNC:11471	SUPV3L1	Approved
HGNC:11472	SUR	Symbol Withdrawn
HGNC:11474	SURF1	Approved
HGNC:11475	SURF2	Approved
HGNC:11476	SURF4	Approved
HGNC:11478	SURF6	Approved
HGNC:37722	SURF6P1	Approved
HGNC:25413	SUSD1	Approved
HGNC:30667	SUSD2	Approved
HGNC:33889	SUSD2P1	Approved
HGNC:35197	SUSD2P2	Approved
HGNC:28391	SUSD3	Approved
HGNC:25470	SUSD4	Approved
HGNC:29061	SUSD5	Approved
HGNC:19956	SUSD6	Approved
HGNC:11479	SUV39H1	Approved
HGNC:17287	SUV39H2	Approved
HGNC:17101	SUZ12	Approved
HGNC:32421	SUZ12P1	Approved
HGNC:43872	SUZ12P2	Approved
HGNC:20566	SV2A	Approved
HGNC:16874	SV2B	Approved
HGNC:30670	SV2C	Approved
HGNC:29204	SVBP	Approved
HGNC:15985	SVEP1	Approved
HGNC:11480	SVIL	Approved
HGNC:51219	SVIL-AS1	Approved
HGNC:44959	SVIL2P	Approved
HGNC:25238	SVIP	Approved
HGNC:25417	SVOP	Approved
HGNC:27034	SVOPL	Approved
HGNC:11481	SVP65	Symbol Withdrawn
HGNC:17070	SWAP70	Approved
HGNC:31412	SWI5	Approved
HGNC:26638	SWSAP1	Approved
HGNC:16785	SWT1	Approved
HGNC:16273	SYAP1	Approved
HGNC:11484	SYB1	Symbol Withdrawn
HGNC:11485	SYB2	Symbol Withdrawn
HGNC:26011	SYBU	Approved
HGNC:28852	SYCE1	Approved
HGNC:37236	SYCE1L	Approved
HGNC:27411	SYCE2	Approved
HGNC:35245	SYCE3	Approved
HGNC:18442	SYCN	Approved
HGNC:11487	SYCP1	Approved
HGNC:11488	SYCP1L2	Entry Withdrawn
HGNC:11489	SYCP1L3	Entry Withdrawn
HGNC:11490	SYCP2	Approved
HGNC:21537	SYCP2L	Approved
HGNC:18130	SYCP3	Approved
HGNC:25824	SYDE1	Approved
HGNC:25841	SYDE2	Approved
HGNC:19824	SYF2	Approved
HGNC:19925	SYF2P1	Approved
HGNC:38139	SYF2P2	Approved
HGNC:11491	SYK	Approved
HGNC:11492	SYM1	Symbol Withdrawn
HGNC:11493	SYM2	Entry Withdrawn
HGNC:22935	SYMPK	Approved
HGNC:11494	SYN1	Approved
HGNC:11495	SYN2	Approved
HGNC:11496	SYN3	Approved
HGNC:28897	SYNC	Approved
HGNC:16918	SYNCRIP	Approved
HGNC:15885	SYNDIG1	Approved
HGNC:32388	SYNDIG1L	Approved
HGNC:17089	SYNE1	Approved
HGNC:40793	SYNE1-AS1	Approved
HGNC:17084	SYNE2	Approved
HGNC:19861	SYNE3	Approved
HGNC:26703	SYNE4	Approved
HGNC:11497	SYNGAP1	Approved
HGNC:53831	SYNGAP1-AS1	Approved
HGNC:11498	SYNGR1	Approved
HGNC:11499	SYNGR2	Approved
HGNC:11500	SYNGR2P1	Approved
HGNC:33947	SYNGR2P2	Approved
HGNC:11501	SYNGR3	Approved
HGNC:11502	SYNGR4	Approved
HGNC:11503	SYNJ1	Approved
HGNC:11504	SYNJ2	Approved
HGNC:41387	SYNJ2-IT1	Approved
HGNC:18955	SYNJ2BP	Approved
HGNC:48350	SYNJ2BP-COX16	Approved
HGNC:24466	SYNM	Approved
HGNC:30672	SYNPO	Approved
HGNC:17732	SYNPO2	Approved
HGNC:23532	SYNPO2L	Approved
HGNC:16507	SYNPR	Approved
HGNC:40774	SYNPR-AS1	Approved
HGNC:557	SYNRG	Approved
HGNC:11505	SYNS1	Symbol Withdrawn
HGNC:11506	SYP	Approved
HGNC:40571	SYP-AS1	Approved
HGNC:11507	SYPL1	Approved
HGNC:53546	SYPL1P1	Approved
HGNC:53547	SYPL1P2	Approved
HGNC:27638	SYPL2	Approved
HGNC:11508	SYR	Symbol Withdrawn
HGNC:16162	SYS1	Approved
HGNC:33535	SYS1-DBNDD2	Approved
HGNC:11509	SYT1	Approved
HGNC:11510	SYT2	Approved
HGNC:11511	SYT3	Approved
HGNC:11512	SYT4	Approved
HGNC:11513	SYT5	Approved
HGNC:18638	SYT6	Approved
HGNC:11514	SYT7	Approved
HGNC:19264	SYT8	Approved
HGNC:19265	SYT9	Approved
HGNC:19266	SYT10	Approved
HGNC:19239	SYT11	Approved
HGNC:18381	SYT12	Approved
HGNC:14962	SYT13	Approved
HGNC:23143	SYT14	Approved
HGNC:33429	SYT14P1	Approved
HGNC:17167	SYT15	Approved
HGNC:23142	SYT16	Approved
HGNC:24119	SYT17	Approved
HGNC:15834	SYTIP2	Symbol Withdrawn
HGNC:15584	SYTL1	Approved
HGNC:15585	SYTL2	Approved
HGNC:15587	SYTL3	Approved
HGNC:15588	SYTL4	Approved
HGNC:15589	SYTL5	Approved
HGNC:20738	SYVN1	Approved
HGNC:30232	SZRD1	Approved
HGNC:29040	SZT2	Approved
HGNC:41225	SZT2-AS1	Approved
HGNC:11516	T3D	Symbol Withdrawn
HGNC:17734	TAAR1	Approved
HGNC:4514	TAAR2	Approved
HGNC:4513	TAAR3P	Approved
HGNC:31924	TAAR4P	Approved
HGNC:30236	TAAR5	Approved
HGNC:20978	TAAR6	Approved
HGNC:31925	TAAR7P	Approved
HGNC:14964	TAAR8	Approved
HGNC:20977	TAAR9	Approved
HGNC:18157	TAB1	Approved
HGNC:17075	TAB2	Approved
HGNC:53508	TAB2-AS1	Approved
HGNC:30681	TAB3	Approved
HGNC:20176	TAB3-AS1	Approved
HGNC:40013	TAB3-AS2	Approved
HGNC:37723	TAB3P1	Approved
HGNC:11517	TAC1	Approved
HGNC:11518	TAC1R	Symbol Withdrawn
HGNC:11519	TAC2	Symbol Withdrawn
HGNC:11520	TAC2R	Symbol Withdrawn
HGNC:11521	TAC3	Approved
HGNC:16641	TAC4	Approved
HGNC:11522	TACC1	Approved
HGNC:44974	TACC1P1	Approved
HGNC:11523	TACC2	Approved
HGNC:11524	TACC3	Approved
HGNC:11525	TACE	Symbol Withdrawn
HGNC:24316	TACO1	Approved
HGNC:11526	TACR1	Approved
HGNC:11527	TACR2	Approved
HGNC:11528	TACR3	Approved
HGNC:11530	TACSTD2	Approved
HGNC:30631	TADA1	Approved
HGNC:11531	TADA2A	Approved
HGNC:30781	TADA2B	Approved
HGNC:19422	TADA3	Approved
HGNC:11535	TAF1	Approved
HGNC:11532	TAF1A	Approved
HGNC:40573	TAF1A-AS1	Approved
HGNC:11533	TAF1B	Approved
HGNC:11534	TAF1C	Approved
HGNC:28759	TAF1D	Approved
HGNC:18056	TAF1L	Approved
HGNC:11536	TAF2	Approved
HGNC:17303	TAF3	Approved
HGNC:13648	TAF3A	Symbol Withdrawn
HGNC:13649	TAF3B	Symbol Withdrawn
HGNC:13650	TAF3C	Symbol Withdrawn
HGNC:13651	TAF3D	Symbol Withdrawn
HGNC:11537	TAF4	Approved
HGNC:11538	TAF4B	Approved
HGNC:11539	TAF5	Approved
HGNC:17304	TAF5L	Approved
HGNC:24115	TAF5LP1	Approved
HGNC:11540	TAF6	Approved
HGNC:17305	TAF6L	Approved
HGNC:11541	TAF7	Approved
HGNC:11548	TAF7L	Approved
HGNC:17300	TAF8	Approved
HGNC:11542	TAF9	Approved
HGNC:17306	TAF9B	Approved
HGNC:30687	TAF9BP1	Approved
HGNC:38836	TAF9BP2	Approved
HGNC:31743	TAF9P1	Approved
HGNC:31744	TAF9P2	Approved
HGNC:30678	TAF9P3	Approved
HGNC:11543	TAF10	Approved
HGNC:11544	TAF11	Approved
HGNC:53838	TAF11L1	Approved
HGNC:53845	TAF11L2	Approved
HGNC:53846	TAF11L3	Approved
HGNC:53847	TAF11L4	Approved
HGNC:53848	TAF11L5	Approved
HGNC:53849	TAF11L6	Approved
HGNC:53850	TAF11L7	Approved
HGNC:53851	TAF11L8	Approved
HGNC:53852	TAF11L9	Approved
HGNC:53853	TAF11L10	Approved
HGNC:53854	TAF11L11	Approved
HGNC:53855	TAF11L12	Approved
HGNC:53856	TAF11L13	Approved
HGNC:53857	TAF11L14	Approved
HGNC:11545	TAF12	Approved
HGNC:11546	TAF13	Approved
HGNC:18699	TAF13P1	Approved
HGNC:38161	TAF13P2	Approved
HGNC:11547	TAF15	Approved
HGNC:21587	TAFA1	Approved
HGNC:21589	TAFA2	Approved
HGNC:21590	TAFA3	Approved
HGNC:21591	TAFA4	Approved
HGNC:21592	TAFA5	Approved
HGNC:15669	TAGAP	Approved
HGNC:11553	TAGLN	Approved
HGNC:11554	TAGLN2	Approved
HGNC:21739	TAGLN2P1	Approved
HGNC:31039	TAGLN2P2	Approved
HGNC:29868	TAGLN3	Approved
HGNC:11555	TAK1	Symbol Withdrawn
HGNC:11556	TAL1	Approved
HGNC:11557	TAL2	Approved
HGNC:54476	TALAM1	Approved
HGNC:11558	TALDO	Symbol Withdrawn
HGNC:11559	TALDO1	Approved
HGNC:11560	TALDO1P1	Approved
HGNC:25187	TAMM41	Approved
HGNC:11561	TAN1	Symbol Withdrawn
HGNC:29364	TANC1	Approved
HGNC:30212	TANC2	Approved
HGNC:25439	TANGO2	Approved
HGNC:25749	TANGO6	Approved
HGNC:11562	TANK	Approved
HGNC:29259	TAOK1	Approved
HGNC:16835	TAOK2	Approved
HGNC:18133	TAOK3	Approved
HGNC:43	TAP1	Approved
HGNC:44	TAP2	Approved
HGNC:11565	TAPA1	Symbol Withdrawn
HGNC:11566	TAPBP	Approved
HGNC:30683	TAPBPL	Approved
HGNC:26887	TAPT1	Approved
HGNC:26832	TAPT1-AS1	Approved
HGNC:11567	TAPVR1	Entry Withdrawn
HGNC:11568	TARBP1	Approved
HGNC:11569	TARBP2	Approved
HGNC:11570	TARBP2P1	Approved
HGNC:11571	TARDBP	Approved
HGNC:16536	TARDBPP1	Approved
HGNC:39848	TARDBPP2	Approved
HGNC:50506	TARID	Approved
HGNC:37250	TARM1	Approved
HGNC:11572	TARS1	Approved
HGNC:30740	TARS2	Approved
HGNC:43712	TARS2P1	Approved
HGNC:24728	TARS3	Approved
HGNC:14448	TAS1R1	Approved
HGNC:14905	TAS1R2	Approved
HGNC:15661	TAS1R3	Approved
HGNC:14909	TAS2R1	Approved
HGNC:20615	TAS2R2P	Approved
HGNC:14910	TAS2R3	Approved
HGNC:14911	TAS2R4	Approved
HGNC:14912	TAS2R5	Approved
HGNC:20616	TAS2R6P	Approved
HGNC:14913	TAS2R7	Approved
HGNC:14915	TAS2R8	Approved
HGNC:14917	TAS2R9	Approved
HGNC:14918	TAS2R10	Approved
HGNC:19103	TAS2R12P	Approved
HGNC:14919	TAS2R13	Approved
HGNC:14920	TAS2R14	Approved
HGNC:19106	TAS2R15P	Approved
HGNC:14921	TAS2R16	Approved
HGNC:19107	TAS2R18P	Approved
HGNC:19108	TAS2R19	Approved
HGNC:19109	TAS2R20	Approved
HGNC:19110	TAS2R22	Approved
HGNC:19111	TAS2R23	Symbol Withdrawn
HGNC:19112	TAS2R30	Approved
HGNC:19113	TAS2R31	Approved
HGNC:19114	TAS2R33	Approved
HGNC:19115	TAS2R36	Approved
HGNC:19116	TAS2R37	Approved
HGNC:9584	TAS2R38	Approved
HGNC:18886	TAS2R39	Approved
HGNC:18885	TAS2R40	Approved
HGNC:18883	TAS2R41	Approved
HGNC:18888	TAS2R42	Approved
HGNC:18875	TAS2R43	Approved
HGNC:18881	TAS2R44	Symbol Withdrawn
HGNC:18876	TAS2R45	Approved
HGNC:18877	TAS2R46	Approved
HGNC:18878	TAS2R47	Symbol Withdrawn
HGNC:18879	TAS2R48	Symbol Withdrawn
HGNC:18880	TAS2R49	Symbol Withdrawn
HGNC:18882	TAS2R50	Approved
HGNC:20639	TAS2R60	Approved
HGNC:20640	TAS2R62P	Approved
HGNC:20641	TAS2R63P	Approved
HGNC:20642	TAS2R64P	Approved
HGNC:20643	TAS2R65P	Symbol Withdrawn
HGNC:43898	TAS2R67P	Approved
HGNC:43905	TAS2R68P	Approved
HGNC:30314	TASOR	Approved
HGNC:23484	TASOR2	Approved
HGNC:15859	TASP1	Approved
HGNC:11573	TAT	Approved
HGNC:51369	TAT-AS1	Approved
HGNC:24220	TATDN1	Approved
HGNC:45058	TATDN1P1	Approved
HGNC:28988	TATDN2	Approved
HGNC:39254	TATDN2P1	Approved
HGNC:39255	TATDN2P2	Approved
HGNC:39256	TATDN2P3	Approved
HGNC:27010	TATDN3	Approved
HGNC:11574	TAX	Symbol Withdrawn
HGNC:11575	TAX1BP1	Approved
HGNC:11576	TAX1BP2	Symbol Withdrawn
HGNC:30684	TAX1BP3	Approved
HGNC:11577	TAZ	Approved
HGNC:23511	TBATA	Approved
HGNC:11578	TBC1D1	Approved
HGNC:18026	TBC1D2	Approved
HGNC:29183	TBC1D2B	Approved
HGNC:19031	TBC1D3	Approved
HGNC:27011	TBC1D3B	Approved
HGNC:24889	TBC1D3C	Approved
HGNC:28944	TBC1D3D	Approved
HGNC:27071	TBC1D3E	Approved
HGNC:18257	TBC1D3F	Approved
HGNC:29860	TBC1D3G	Approved
HGNC:30708	TBC1D3H	Approved
HGNC:32709	TBC1D3I	Approved
HGNC:51247	TBC1D3J	Approved
HGNC:51245	TBC1D3K	Approved
HGNC:51246	TBC1D3L	Approved
HGNC:27445	TBC1D3P1	Approved
HGNC:42362	TBC1D3P1-DHX40P1	Approved
HGNC:27783	TBC1D3P2	Approved
HGNC:32408	TBC1D3P3	Approved
HGNC:32409	TBC1D3P4	Approved
HGNC:43567	TBC1D3P5	Approved
HGNC:43568	TBC1D3P6	Approved
HGNC:43569	TBC1D3P7	Approved
HGNC:19165	TBC1D4	Approved
HGNC:40874	TBC1D4-AS1	Entry Withdrawn
HGNC:19166	TBC1D5	Approved
HGNC:21066	TBC1D7	Approved
HGNC:17791	TBC1D8	Approved
HGNC:52782	TBC1D8-AS1	Approved
HGNC:24715	TBC1D8B	Approved
HGNC:21710	TBC1D9	Approved
HGNC:29097	TBC1D9B	Approved
HGNC:23609	TBC1D10A	Approved
HGNC:24510	TBC1D10B	Approved
HGNC:24702	TBC1D10C	Approved
HGNC:29082	TBC1D12	Approved
HGNC:25571	TBC1D13	Approved
HGNC:29246	TBC1D14	Approved
HGNC:25694	TBC1D15	Approved
HGNC:28356	TBC1D16	Approved
